name,category,pid,price,image,description,rating,brand
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (5 inch, Multicolor)",131,1300.0,http://img5a.flixcart.com/image/vase/g/g/n/sptc1072-ekolhapuri-1100x1100-imaejfqhgchdrnsz.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (5 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1072 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Height 5 inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",4.9,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (11 inch, Black)",132,1290.0,http://img6a.flixcart.com/image/vase/g/c/p/sptc1014-ekolhapuri-1100x1100-imaejfqhgggqvmvg.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (11 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1014 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Height 11 inch Width 3 inch Depth 3.8 inch Bottom Diameter 1.5 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",4.8,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (5 inch, Multicolor)",133,1300.0,http://img5a.flixcart.com/image/vase/e/m/m/sptc1070-ekolhapuri-1100x1100-imaejfqhefrrfefs.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (5 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1070 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 0.5 inch Weight 40 g Other Dimensions 2 X 0.9 X 0.5 Inch Height 5 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.6,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (22 inch, Black)",134,1815.0,http://img5a.flixcart.com/image/vase/b/m/k/sptc1042-ekolhapuri-1100x1100-imaejfqhz4qktc9t.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (22 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1042 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 1.1 inch Weight 710 g Other Dimensions 9 X 3.7 X 1.1 Inch Height 22 inch Width 2.7 inch Bottom Diameter 3.5 inch Depth 9 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.7,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (6 inch, Black)",135,1650.0,http://img5a.flixcart.com/image/vase/h/c/d/sptc1057-ekolhapuri-1100x1100-imaejfqmgz63qkuc.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1057 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 0.5 inch Weight 50 g Other Dimensions 2.5 X 0.9 X 0.5 Inch Height 6 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.5,eKolhapuri
Elite Handicrafts EHCT007, Elite Handicrafts Bar Glasses,136,499.0,http://img6a.flixcart.com/image/glass/w/d/n/ehct007-elite-handicrafts-1100x1100-imaeecfynkfpbbfq.jpeg,"Elite Handicrafts EHCT007 (350 ml, Multicolor, Pack of 2)
                         Price: Rs. 399
				
			Crafted with export quality stoneware ceramic; and designed in a stunning red floral designs on sheer white, this beautiful set of 2 stoneware tumblers by Elite Handicrafts will be a perfect addition to your home and kitchen décor. This beautiful set of 2 stoneware ceramic tumblers would be delivered in a safe and attractive packaging. This would be ideal for selfuse and gifting purposes; such as Diwali Gifts, Dhanteras Gifts, Dussehra Gifts, and other festive and special occasions. Elite Handicrafts brings to a range of ceramic products including tea cups, tea cups & saucers set, coffee mugs, tea mugs, milk mugs, etc for your home and kitchen. At store of Elite Handicrafts you can explore a range of ceramic tea cups, ceramic tea cups & saucers set, fine bone china tea cups, bone china tea cups & saucers set, porcelain tea cups, porcelain tea cups & saucers set, porcelain mugs, porcelain coffee & milk mugs, stoneware tea cups, stoneware coffee mugs, stoneware milk mugs, stoneware tea cups & saucers set, earthenware tea cups, earthenware mugs, earthenware tea cups & saucers set, and other tableware & serveware products made from fine quality ceramic, bone china, stoneware, and porcelain. Elite Handicrafts is committed to provide best quality stoneware tea cups, porcelain tea cups & saucers set, ceramic tea cups & saucers set, porcelain coffee & milk mugs, ceramic tea cups & coffee mugs, earthenware products, etc at the most competitive prices. We present you contemporary, fancy and traditional design tea cups, tea cups & saucers set, coffee mugs and milk mugs made from high quality porcelain, stoneware, earthenware, fine bone china and ceramic.
Crafted with export quality stoneware ceramic; and designed in a stunning red floral designs on sheer white, this beautiful set of 2 stoneware tumblers by Elite Handicrafts will be a perfect addition to your home and kitchen décor. This beautiful set of 2 stoneware ceramic tumblers would be delivered in a safe and attractive packaging. This would be ideal for selfuse and gifting purposes; such as Diwali Gifts, Dhanteras Gifts, Dussehra Gifts, and other festive and special occasions. Elite Handicrafts brings to a range of ceramic products including tea cups, tea cups & saucers set, coffee mugs, tea mugs, milk mugs, etc for your home and kitchen. At store of Elite Handicrafts you can explore a range of ceramic tea cups, ceramic tea cups & saucers set, fine bone china tea cups, bone china tea cups & saucers set, porcelain tea cups, porcelain tea cups & saucers set, porcelain mugs, porcelain coffee & milk mugs, stoneware tea cups, stoneware coffee mugs, stoneware milk mugs, stoneware tea cups & saucers set, earthenware tea cups, earthenware mugs, earthenware tea cups & saucers set, and other tableware & serveware products made from fine quality ceramic, bone china, stoneware, and porcelain. Elite Handicrafts is committed to provide best quality stoneware tea cups, porcelain tea cups & saucers set, ceramic tea cups & saucers set, porcelain coffee & milk mugs, ceramic tea cups & coffee mugs, earthenware products, etc at the most competitive prices. We present you contemporary, fancy and traditional design tea cups, tea cups & saucers set, coffee mugs and milk mugs made from high quality porcelain, stoneware, earthenware, fine bone china and ceramic.",4.0,Elite Handicrafts
Elite Handicrafts EHCT001, Elite Handicrafts Bar Glasses,137,699.0,http://img6a.flixcart.com/image/glass/9/w/6/ehct001-elite-handicrafts-1100x1100-imaeecfydyn8c9ja.jpeg,"Elite Handicrafts EHCT001 (350 ml, Multicolor, Pack of 4)
                         Price: Rs. 499
				
			Crafted with export quality stoneware ceramic; and designed in a stunning black geometrical pattern on sheer white, this beautiful set of 4 stoneware tumblers by Elite Handicrafts will be a perfect addition to your home and kitchen décor. This beautiful set of 4 stoneware ceramic tumblers would be delivered in a safe and attractive packaging. This would be ideal for selfuse and gifting purposes; such as Diwali Gifts, Dhanteras Gifts, Dussehra Gifts, and other festive and special occasions. Elite Handicrafts brings to a range of ceramic products including tea cups, tea cups & saucers set, coffee mugs, tea mugs, milk mugs, etc for your home and kitchen. At store of Elite Handicrafts you can explore a range of ceramic tea cups, ceramic tea cups & saucers set, fine bone china tea cups, bone china tea cups & saucers set, porcelain tea cups, porcelain tea cups & saucers set, porcelain mugs, porcelain coffee & milk mugs, stoneware tea cups, stoneware coffee mugs, stoneware milk mugs, stoneware tea cups & saucers set, earthenware tea cups, earthenware mugs, earthenware tea cups & saucers set, and other tableware & serveware products made from fine quality ceramic, bone china, stoneware, and porcelain. Elite Handicrafts is committed to provide best quality stoneware tea cups, porcelain tea cups & saucers set, ceramic tea cups & saucers set, porcelain coffee & milk mugs, ceramic tea cups & coffee mugs, earthenware products, etc at the most competitive prices. We present you contemporary, fancy and traditional design tea cups, tea cups & saucers set, coffee mugs and milk mugs made from high quality porcelain, stoneware, earthenware, fine bone china and ceramic.
Crafted with export quality stoneware ceramic; and designed in a stunning black geometrical pattern on sheer white, this beautiful set of 4 stoneware tumblers by Elite Handicrafts will be a perfect addition to your home and kitchen décor. This beautiful set of 4 stoneware ceramic tumblers would be delivered in a safe and attractive packaging. This would be ideal for selfuse and gifting purposes; such as Diwali Gifts, Dhanteras Gifts, Dussehra Gifts, and other festive and special occasions. Elite Handicrafts brings to a range of ceramic products including tea cups, tea cups & saucers set, coffee mugs, tea mugs, milk mugs, etc for your home and kitchen. At store of Elite Handicrafts you can explore a range of ceramic tea cups, ceramic tea cups & saucers set, fine bone china tea cups, bone china tea cups & saucers set, porcelain tea cups, porcelain tea cups & saucers set, porcelain mugs, porcelain coffee & milk mugs, stoneware tea cups, stoneware coffee mugs, stoneware milk mugs, stoneware tea cups & saucers set, earthenware tea cups, earthenware mugs, earthenware tea cups & saucers set, and other tableware & serveware products made from fine quality ceramic, bone china, stoneware, and porcelain. Elite Handicrafts is committed to provide best quality stoneware tea cups, porcelain tea cups & saucers set, ceramic tea cups & saucers set, porcelain coffee & milk mugs, ceramic tea cups & coffee mugs, earthenware products, etc at the most competitive prices. We present you contemporary, fancy and traditional design tea cups, tea cups & saucers set, coffee mugs and milk mugs made from high quality porcelain, stoneware, earthenware, fine bone china and ceramic.",3.3,Elite Handicrafts
PG Handicrafts Metal Jewel Set, Jewellery Sets,138,1000.0,http://img5a.flixcart.com/image/jewellery-set/f/d/f/pgh-55s-pg-handicrafts-original-imaebbxwyptxzgng.jpeg,PG Handicrafts Metal Jewel Set - Buy PG Handicrafts Metal Jewel Set only for Rs. 800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,3.0,PG Handicrafts
You2Deal Wood & Iron Handicraft Antique Style Home Decor Cycle Gift Item Showpiece  -  25 cm, You2Deal Showpieces,139,1447.0,http://img5a.flixcart.com/image/showpiece-figurine/x/x/x/iahc00018-you2deal-1100x1100-imaeatzy6ugkmhdf.jpeg,"You2Deal Wood & Iron Handicraft Antique Style Home Decor Cycle Gift Item Showpiece  -  25 cm (Wooden, Iron, Black)
                         Price: Rs. 449
				
			Wooden & Iron Cycle Antique Home Decor Product is a perfect home decor product.
Wooden & Iron Cycle is made from high quality wood and iron.
Can be give as gift to childrens.
Wooden & Iron Cycle Antique Home Decor Product is a perfect home decor product.
Wooden & Iron Cycle is made from high quality wood and iron.
Can be give as gift to childrens.",4.3,You2Deal
Bharatcraft Wall Hanging Of Lord Ganesha On A Creative Leaf Showpiece  -  34.29 cm, Bharatcraft Wall Hanging Of Lord Ganesha On A Cr...,140,1999.0,http://img6a.flixcart.com/image/showpiece-figurine/n/z/z/h10089-bharatcraft-1100x1100-imaeg9h3cvjjufcw.jpeg,"Key Features of Bharatcraft Wall Hanging Of Lord Ganesha On A Creative Leaf Showpiece  -  34.29 cm Brass Height - 34.29 cm Width - 22.86 cm,Bharatcraft Wall Hanging Of Lord Ganesha On A Creative Leaf Showpiece  -  34.29 cm (Brass, Copper) Price: Rs. 1,499 Enlighten Your Home With This Auspicious Wall Hanging Of Lord Ganesha Made From Brass Which Reflects The Artistic Brilliance And Adds Elegance To Your Decor. Style Your Home And Office With This Brass Statue; Sure To Be Admired By Your Guests. It Serves As A Great Gift, Especially Around Religious Celebrations And Festivities. This Brass Handicraft Has Been Made By Skilled Artisans From The House Of Jaipurcrafts Using Various Traditional Techniques.,Specifications of Bharatcraft Wall Hanging Of Lord Ganesha On A Creative Leaf Showpiece  -  34.29 cm (Brass, Copper) General Brand Bharatcraft Model Number H10089 Type Religious Idols Material Brass Model Name Wall Hanging Of Lord Ganesha On A Creative Leaf Color Copper Dimensions Height 34.29 cm Width 22.86 cm Depth 1.27 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1",3.3,Bharatcraft
Shahi Handicraft Plastic Chudas, Bangles,141,5000.0,http://img5a.flixcart.com/image/bangle-bracelet-armlet/z/n/u/502-m1c1-ml364-r-2-6-shahi-handicraft-51-1100x1100-imae7srvguarxkta.jpeg,Shahi Handicraft Plastic Chudas - Buy Shahi Handicraft Plastic Chudas only for Rs. 3400 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,4.2,Shahi Handicraft
Simran Handicrafts Solid Wood Tray," Simran Handicrafts Solid Wood Tray (Brown, Pack ...",142,1099.0,http://img5a.flixcart.com/image/plate-tray-dish/b/f/p/ba56-simran-handicrafts-tray-1-1100x1100-imaejt2ncrszdrhd.jpeg,"Key Features of Simran Handicrafts Solid Wood Tray Body Style: Solid Material: Wood,Simran Handicrafts Solid Wood Tray (Brown, Pack of 1) Price: Rs. 349 Wooden Serving Tray Wooden serving tray is made from high quality seasoned wood with high finish. This wooden serving tray with polish finish. A unique hand carved and brass inlay design with jali work. On wooden tray sides cutter work is done.,Specifications of Simran Handicrafts Solid Wood Tray (Brown, Pack of 1) Convenience Features Oven Safe No Microwave Safe No General Brand Simran Handicrafts Shape square Model Number BA56 Tray Type Tray Type Tray Dish Type Serving Dish Material Wood Plate Type Serving Type Color Brown Dimensions Diameter 27.94 cm Height 2.54 cm Width 15.24 cm Warranty Covered in Warranty NO Not Covered in Warranty no Body & Design Features Handle No Disposable No Body Style Solid Lid No In the Box Sales Package 1 Serving Tray Pack of 1",2.8,Simran Handicrafts
Utsav Handicraft UHD004 Showpiece  -  8 cm, Utsav Handicraft Religious Idols,143,1200.0,http://img5a.flixcart.com/image/showpiece-figurine/y/6/z/musical-ganesha-uhd004-utsav-handicfaft-original-imae9u7yvpgu9pxj.jpeg,"Utsav Handicraft UHD004 Showpiece  -  8 cm (Silver Finish, Silver)
                         Price: Rs. 899
				
			Utsav Handicraft Musical Ganesha
Utsav Handicraft Musical Ganesha",3.8,Utsav Handicraft
Mahadev Handicrafts Cotton Cartoon Double Bedsheet, Mahadev Handicrafts Cotton Cartoon Double Bedshe...,144,1499.0,http://img5a.flixcart.com/image/bedsheet/p/a/f/mdh-10024982-mahadev-handicrafts-flat-cartoon-1100x1100-imaeghszzphjpxrs.jpeg,"Key Features of Mahadev Handicrafts Cotton Cartoon Double Bedsheet Brand : Mahadev Handicrafts Sheet Length: 250 cm Sheet Width: 230 cm,Specifications of Mahadev Handicrafts Cotton Cartoon Double Bedsheet (1 Bedsheet , 2 Pillow Cover, Multicolor) General Brand Mahadev Handicrafts Machine Washable Yes Type Flat Material Cotton Model Name Cartoon Thread Count 300 Ideal For Baby Boys & Baby Girls Model ID MDH-10024982 Character Angry Birds Color Multicolor Size Double Dimensions Fitted Sheet Width NA cm Fitted Sheet Depth NA cm Fitted Sheet Length NA cm Flat Sheet Depth 1 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet , 2 Pillow Cover Additional Features Beauty, Bedsheet",3.9,Mahadev Handicrafts
Mahadev Handicrafts Cotton Cartoon Double Bedsheet, Mahadev Handicrafts Cotton Cartoon Double Bedshe...,145,1499.0,http://img5a.flixcart.com/image/bedsheet/h/c/g/mdh-1022525-mahadev-handicrafts-flat-cartoon-1100x1100-imaegkhnsb8vzffh.jpeg,"Specifications of Mahadev Handicrafts Cotton Cartoon Double Bedsheet (1 Bedsheet , 2pillow Cover, Multicolor) General Brand Mahadev Handicrafts Machine Washable Yes Type Flat Material Cotton Model Name Cartoon Thread Count 300 Ideal For Baby Boys & Baby Girls Model ID MDH-1022525 Color Multicolor Size Double Dimensions Fitted Sheet Width NA cm Fitted Sheet Depth NA cm Fitted Sheet Length NA cm Flat Sheet Depth 1 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet , 2pillow Cover",4.4,Mahadev Handicrafts
Ethnic Handicrafts Solid Wood Queen Bed, Ethnic Handicrafts Solid Wood Queen Bed (Finish ...,146,39999.0,http://img6a.flixcart.com/image/bed/k/y/h/wdi-bed-10-queen-rosewood-sheesham-ethnic-handicrafts-na-walnut-1100x1100-imaeh25qwwunxqnn.jpeg,"Key Features of Ethnic Handicrafts Solid Wood Queen Bed 1 Queen Bed Knock Down Polish - Walnut Sheesham Wood,Ethnic Handicrafts Solid Wood Queen Bed (Finish Color -  Walnut) Price: Rs. 24,999 This products are made in Jodhpur and are made from finest quality wood. These are handcrafted to perfection. All these products are made to order and hence cancellation of these is not possible. There might be a slight variation in polish due to the grains on the wood. grains are not uniform which leads to such a change. Wooden furntiure needs to be kept away from direct sunlight. you need to wipe this with a soft dry cloth to ensure longetivity.,Specifications of Ethnic Handicrafts Solid Wood Queen Bed (Finish Color -  Walnut) In The Box 1 Queen Bed Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Ethnic Handicrafts Delivery Condition Knock Down Storage Included No Style Contemporary & Modern Bed Size Queen Upholstery Included No Upholstery Type NA Suitable For Bedroom, Kids Room Model Number WDI_Bed_10 With Mattress No Finish Type Polished Care Instructions Handle with Care, Clean with dry Cloth, clean immediately if water spills, Keep furniture away from direct sunlight, Wipe with a clean soft cloth Bed Type Standard Dimensions Weight 70 kg Height 300 mm Floor Clearance 300 mm Width 1650 mm Depth 2100 mm Warranty Covered in Warranty No Warranty available Warranty Summary Warranty Against manufacturing defects Only Service Type On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected. Not Covered in Warranty No Warranty available Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Solid Wood Primary Color Black Upholstery Color NA Secondary Material NA Secondary Material Subtype NA Finish Color Walnut Primary Material Subtype Rosewood (Sheesham) Additional Features Origin of Manufacture Domestic",3.5,Ethnic Handicrafts
Ethnic Handicrafts Solid Wood Queen Bed, Ethnic Handicrafts Solid Wood Queen Bed (Finish ...,147,39999.0,http://img6a.flixcart.com/image/bed/v/s/k/wdi-bed-11-queen-rosewood-sheesham-ethnic-handicrafts-na-honey-1100x1100-imaeh25qbtwh7wut.jpeg,"Key Features of Ethnic Handicrafts Solid Wood Queen Bed 1 Queen Bed Knock Down Polish - Honey Oak Sheesham Wood,Ethnic Handicrafts Solid Wood Queen Bed (Finish Color -  Honey Oak) Price: Rs. 24,999 This products are made in Jodhpur and are made from finest quality wood. These are handcrafted to perfection. All these products are made to order and hence cancellation of these is not possible. There might be a slight variation in polish due to the grains on the wood. grains are not uniform which leads to such a change. Wooden furntiure needs to be kept away from direct sunlight. you need to wipe this with a soft dry cloth to ensure longetivity.,Specifications of Ethnic Handicrafts Solid Wood Queen Bed (Finish Color -  Honey Oak) In The Box 1 Queen Bed Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Ethnic Handicrafts Delivery Condition Knock Down Storage Included No Style Contemporary & Modern Bed Size Queen Upholstery Included No Upholstery Type NA Suitable For Bedroom, Kids Room Model Number WDI_Bed_11 With Mattress No Finish Type Polished Care Instructions Handle with Care, Clean with dry Cloth, clean immediately if water spills, Keep furniture away from direct sunlight, Wipe with a clean soft cloth Bed Type Standard Dimensions Weight 65 kg Height 1040 mm Floor Clearance 360 mm Width 1600 mm Depth 2100 mm Warranty Covered in Warranty No Warranty available Warranty Summary Warranty Against manufacturing defects Only Service Type On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected. Not Covered in Warranty No Warranty available Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Solid Wood Primary Color Brown Upholstery Color NA Secondary Material NA Secondary Material Subtype NA Finish Color Honey Oak Primary Material Subtype Rosewood (Sheesham) Additional Features Origin of Manufacture Domestic",3.8,Ethnic Handicrafts
Ethnic Handicrafts Solid Wood Single Bed, Ethnic Handicrafts Solid Wood Single Bed (Finish...,148,36999.0,http://img6a.flixcart.com/image/bed/k/y/5/wdi-bed-17-single-rosewood-sheesham-ethnic-handicrafts-na-walnut-1100x1100-imaeh25rg7bauama.jpeg,"Key Features of Ethnic Handicrafts Solid Wood Single Bed 1 Single Bed Knock Down Polish - Walnut Sheesham Wood,Ethnic Handicrafts Solid Wood Single Bed (Finish Color -  Walnut) Price: Rs. 24,999 This products are made in Jodhpur and are made from finest quality wood. These are handcrafted to perfection. All these products are made to order and hence cancellation of these is not possible. There might be a slight variation in polish due to the grains on the wood. grains are not uniform which leads to such a change. Wooden furntiure needs to be kept away from direct sunlight. you need to wipe this with a soft dry cloth to ensure longetivity.,Specifications of Ethnic Handicrafts Solid Wood Single Bed (Finish Color -  Walnut) In The Box 1 Single Bed Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Ethnic Handicrafts Delivery Condition Knock Down Storage Included No Style Contemporary & Modern Bed Size Single Upholstery Included No Upholstery Type NA Suitable For Bedroom, Kids Room Model Number WDI_Bed_13.1 With Mattress No Finish Type Polished Care Instructions Handle with Care, Clean with dry Cloth, clean immediately if water spills, Keep furniture away from direct sunlight, Wipe with a clean soft cloth Bed Type Standard Dimensions Weight 29 kg Height 710 mm Floor Clearance 710 mm Width 990 mm Depth 2050 mm Warranty Covered in Warranty No Warranty available Warranty Summary Warranty Against manufacturing defects Only Service Type On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected. Not Covered in Warranty No Warranty available Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Solid Wood Primary Color Black Upholstery Color NA Secondary Material NA Secondary Material Subtype NA Finish Color Walnut Primary Material Subtype Rosewood (Sheesham) Additional Features Origin of Manufacture Domestic",2.8,Ethnic Handicrafts
Aakrati Brass Sculpture Metal Handicrafts Gift Showpiece  -  17.78 cm, Aakrati Human Figurines,149,5299.0,http://img5a.flixcart.com/image/showpiece-figurine/c/6/h/aa2640al-aakrati-original-imae8pupsagvmkub.jpeg,Buy Aakrati Brass Sculpture Metal Handicrafts Gift Showpiece  -  17.78 cm for Rs.2599 online. Aakrati Brass Sculpture Metal Handicrafts Gift Showpiece  -  17.78 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,3.2,Aakrati
Anshuhandicrafts ASHCF125 Showpiece  -  13.97 cm, Anshuhandicrafts ASHCF125 Showpiece  -  13.97 cm...,150,1199.0,http://img6a.flixcart.com/image/showpiece-figurine/q/k/z/ashcf125-anshuhandicrafts-original-imaedgem5h4ac9jp.jpeg,"Key Features of Anshuhandicrafts ASHCF125 Showpiece  -  13.97 cm Brass Height - 13.97 cm Width - 11.43 cm Weight - 530 g,Anshuhandicrafts ASHCF125 Showpiece  -  13.97 cm (Brass, Silver) Price: Rs. 698 This handcrafted antique idol of Lord Radha Krishna with cow is made of pure white metal. The idol is polished to give it alluring antique look. The gift piece has been prepared by the creative artisans of Jaipur. Product Usage: It is an smart looking show piece for your drawing room; sure to be admired by your guests. It is also an ideal gift for your friends and relatives. Specifications Product Dimensions: LxBxH: 5.5x4.5x5.5 inches Item Type: Handicraft Color: Silver Material: White Metal Finish: Glossy Specialty: White Metal in antique look Disclaimer: The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality. Return Policy: No Questions asked 7 days Return/ Replacement, if you are not satisfied with the product. Brand: Anshu & Sons,Specifications of Anshuhandicrafts ASHCF125 Showpiece  -  13.97 cm (Brass, Silver) In the Box Sales Package 1 Idol Pack of 1 General Brand Anshuhandicrafts Model Number ASHCF125 Model Name ASHCF125 Shade Silver Material Brass Color Silver Type Religious Idols Additional Features Other Features Radha Krishna Dimensions Width 11.43 cm Height 13.97 cm Depth 13 cm Weight 530 g",3.4,Anshuhandicrafts
